SDB BB KHTN KHXH
BD1210760 13.600000 0.000000 16.500000
BD1210761 21.049999 17.500000 0.000000
BD1210762 3.800000 7.500000 0.000000
BD1210763 14.900000 13.750000 0.000000
BD1210764 17.799999 14.750000 0.000000
BD1210765 15.000000 13.000000 0.000000
BD1210766 19.150000 17.750000 23.750000
BD1210767 21.000000 0.000000 0.000000
BD1210768 17.400000 16.000000 20.750000
BD1210769 13.950000 0.000000 19.000000
BD1210770 13.300000 8.000000 14.750000
BD1210771 18.850000 17.500000 0.000000
BD1210772 12.350000 0.000000 19.000000
BD1210773 11.250000 0.000000 18.000000
BD1210774 18.049999 0.000000 17.750000
BD1210775 15.800000 14.750000 0.000000
BD1210776 16.250000 13.250000 0.000000
BD1210777 23.600000 18.500000 0.000000
BD1210778 12.800000 0.000000 19.250000
BD1210779 11.250000 0.000000 14.250000
BD1210780 17.150000 16.750000 0.000000
BD1210781 14.750000 0.000000 17.500000
BD1210782 9.500000 0.000000 17.500000
BD1210783 13.750000 0.000000 19.250000
BD1210784 11.800000 0.000000 17.250000
BD1210785 13.200001 0.000000 18.250000
BD1210786 18.000000 17.250000 0.000000
BD1210787 15.799999 11.000000 22.250000
BD1210788 15.200000 0.000000 18.250000
BD1210789 12.400001 0.000000 20.000000
BD1210790 14.000000 11.750000 0.000000
BD1210791 14.150001 14.250000 17.000000
BD1210792 19.799999 20.750000 0.000000
BD1210793 14.550000 0.000000 20.250000
BD1210794 9.750000 8.500000 16.750000
BD1210795 8.800000 0.000000 12.250000
BD1210796 19.000000 15.750000 0.000000
BD1210797 8.900000 0.000000 8.500000
BD1210798 14.750000 0.000000 20.750000
BD1210799 17.949999 0.000000 19.250000
BD1210800 18.600000 0.000000 24.500000
BD1210801 6.850000 0.000000 7.750000
BD1210802 24.200001 16.250000 0.000000
BD1210803 20.099998 17.000000 0.000000
BD1210804 21.850000 21.000000 0.000000
BD1210805 15.600000 10.250000 0.000000
BD1210806 19.049999 18.250000 0.000000
BD1210807 18.200001 18.000000 0.000000
BD1210808 18.850000 0.000000 19.750000
BD1210809 18.049999 0.000000 23.000000
BD1210810 13.750000 12.000000 18.250000
BD1210811 18.950001 0.000000 24.000000
BD1210812 13.700001 0.000000 19.750000
BD1210813 17.549999 0.000000 17.250000
BD1210814 17.700001 0.000000 21.750000
BD1210815 15.250000 14.750000 0.000000
BD1210816 17.600000 13.750000 0.000000
BD1210817 11.900000 10.750000 16.500000
BD1210818 10.500000 0.000000 11.000000
BD1210819 12.049999 9.500000 14.000000
BD1210820 10.050000 0.000000 15.250000
BD1210821 17.900000 0.000000 17.250000
BD1210822 24.400000 21.500000 0.000000
BD1210823 17.299999 13.750000 0.000000
BD1210824 12.000000 0.000000 13.500000
BD1210825 14.900000 0.000000 0.000000
BD1210826 13.800000 0.000000 22.500000
BD1210827 16.600000 0.000000 19.750000
BD1210828 1.400000 8.000000 0.000000
BD1210829 9.500000 0.000000 18.500000
BD1210830 21.000000 0.000000 21.500000
BD1210831 12.799999 0.000000 16.750000
BD1210832 20.500000 19.000000 0.000000
BD1210833 16.750000 16.500000 0.000000
BD1210834 20.099998 16.750000 0.000000
BD1210835 18.100000 16.750000 0.000000
BD1210836 15.500000 0.000000 21.250000
BD1210837 18.900002 13.750000 0.000000
BD1210838 21.450001 17.000000 0.000000
BD1210839 20.400002 17.500000 0.000000
BD1210840 12.450001 14.500000 0.000000
BD1210841 15.500000 10.000000 0.000000
BD1210842 10.650000 0.000000 18.000000
BD1210843 15.400000 0.000000 18.500000
BD1210844 17.350000 0.000000 19.000000
BD1210845 12.750000 11.250000 17.250000
BD1210846 11.050000 0.000000 14.500000
BD1210847 19.049999 0.000000 19.500000
BD1210848 18.200001 0.000000 17.500000
BD1210849 20.849998 19.000000 0.000000
BD1210850 16.799999 17.500000 0.000000
BD1210851 16.799999 15.000000 0.000000
BD1210852 14.500000 15.500000 0.000000
BD1210853 11.700000 11.000000 0.000000
BD1210854 12.800000 0.000000 17.250000
BD1210855 12.050000 0.000000 17.000000
BD1210856 12.100000 0.000000 10.750000
BD1210857 14.900000 0.000000 13.000000
BD1210858 16.199999 0.000000 21.250000
BD1210859 17.299999 0.000000 22.750000
BD1210860 15.250000 0.000000 17.250000
BD1210861 13.500000 17.500000 0.000000
BD1210862 22.299999 0.000000 17.500000
BD1210863 15.300000 7.250000 20.500000
BD1210864 17.600000 13.500000 0.000000
BD1210865 13.600000 0.000000 16.250000
BD1210866 15.900000 14.250000 16.750000
BD1210867 14.300000 9.250000 15.250000
BD1210868 12.000000 0.000000 11.750000
BD1210869 21.250000 0.000000 0.000000
BD1210870 15.799999 0.000000 20.250000
BD1210871 15.500000 0.000000 17.250000
BD1210872 15.400000 6.000000 0.000000
BD1210873 13.000000 0.000000 17.750000
BD1210874 20.700001 0.000000 18.250000
BD1210875 16.400000 13.500000 13.500000
BD1210876 13.350000 10.000000 20.750000
BD1210877 14.100000 0.000000 15.750000
BD1210878 18.900002 0.000000 19.000000
BD1210879 15.450001 0.000000 18.000000
BD1210880 9.000000 7.500000 12.250000
BD1210881 19.200001 21.000000 0.000000
BD1210882 19.250000 16.500000 0.000000
BD1210883 14.950001 15.750000 0.000000
BD1210884 15.400001 14.750000 17.750000
BD1210885 16.799999 0.000000 18.500000
BD1210886 15.000000 0.000000 16.250000
BD1210887 14.600000 0.000000 17.500000
BD1210888 9.750000 7.250000 16.500000
BD1210889 13.800000 11.250000 0.000000
BD1210890 23.349998 0.000000 25.250000
BD1210891 14.350000 0.000000 18.750000
BD1210892 9.650000 0.000000 14.750000
BD1210893 21.500000 0.000000 17.500000
BD1210894 13.050000 0.000000 14.500000
BD1210895 19.450001 0.000000 18.000000
BD1210896 19.200001 14.750000 0.000000
BD1210897 11.950000 0.000000 21.750000
BD1210898 14.500000 19.000000 0.000000
BD1210899 10.650000 0.000000 14.500000
BD1210900 16.199999 18.250000 16.000000
BD1210901 15.400001 0.000000 19.500000
BD1210902 22.100000 0.000000 25.500000
BD1210903 4.600000 0.000000 7.500000
BD1210904 12.950001 0.000000 20.250000
BD1210905 15.600000 0.000000 19.250000
BD1210906 12.650000 0.000000 18.250000
BD1210907 17.299999 12.250000 0.000000
BD1210908 9.400000 8.500000 17.000000
BD1210909 10.750000 11.000000 0.000000
BD1210910 20.000000 22.000000 0.000000
BD1210911 16.850000 7.000000 16.250000
BD1210912 17.450001 15.500000 0.000000
BD1210913 22.349998 13.500000 0.000000
BD1210914 16.799999 16.250000 0.000000
BD1210915 12.850000 8.000000 16.750000
BD1210916 19.400000 13.250000 0.000000
BD1210917 17.100000 0.000000 20.000000
BD1210918 13.550000 0.000000 16.000000
BD1210919 18.100000 13.500000 18.250000
BD1210920 10.450000 0.000000 9.250000
BD1210921 18.600000 15.750000 0.000000
BD1210922 14.299999 11.750000 0.000000
BD1210923 13.500000 15.250000 19.000000
BD1210924 4.800000 0.000000 7.750000
BD1210925 14.200001 0.000000 18.750000
BD1210926 11.500000 9.750000 17.250000
BD1210927 15.299999 0.000000 20.250000
BD1210928 17.500000 0.000000 20.500000
BD1210929 5.000000 7.000000 0.000000
BD1210930 21.200001 22.500000 0.000000
BD1210931 13.500000 13.000000 21.750000
BD1210932 5.950000 0.000000 7.750000
BD1210933 15.599999 9.250000 23.000000
BD1210934 18.000000 13.250000 17.250000
BD1210935 11.099999 0.000000 18.000000
BD1210936 15.700000 12.750000 0.000000
BD1210937 10.150000 0.000000 12.750000
BD1210938 16.500000 16.250000 0.000000
BD1210939 17.650000 0.000000 19.500000
BD1210940 10.350000 6.500000 9.750000
BD1210941 15.400001 0.000000 16.500000
BD1210942 14.800000 12.000000 0.000000
BD1210943 14.800000 14.500000 18.000000
BD1210944 19.600000 16.750000 0.000000
BD1210945 11.950001 0.000000 15.000000
BD1210946 13.200000 0.000000 18.750000
BD1210947 16.900000 0.000000 19.000000
BD1210948 16.450001 17.000000 0.000000
BD1210949 23.000000 20.000000 0.000000
BD1210950 22.850000 18.750000 0.000000
BD1210951 15.550000 8.500000 19.250000
BD1210952 12.000000 0.000000 18.250000
BD1210953 16.600000 15.500000 0.000000
BD1210954 17.700001 12.000000 18.000000
BD1210955 20.900000 13.250000 0.000000
BD1210956 19.250000 19.750000 0.000000
BD1210957 17.150002 15.750000 0.000000
BD1210958 8.799999 7.250000 19.000000
BD1210959 14.600000 0.000000 20.750000
BD1210960 13.700001 13.500000 21.000000
BD1210961 15.000000 0.000000 12.500000
BD1210962 9.900000 0.000000 14.000000
BD1210963 14.550000 0.000000 15.000000
BD1210964 17.000000 19.750000 0.000000
BD1210965 14.799999 9.500000 13.000000
BD1210966 14.550000 0.000000 19.250000
BD1210967 15.000000 17.250000 0.000000
BD1210968 8.450000 0.000000 7.750000
BD1210969 14.299999 12.000000 17.500000
BD1210970 15.800000 13.500000 0.000000
BD1210971 18.799999 18.250000 0.000000
BD1210972 20.600000 20.500000 0.000000
BD1210973 13.300000 0.000000 18.750000
BD1210974 13.650000 0.000000 16.750000
BD1210975 16.100000 0.000000 18.750000
BD1210976 14.100000 0.000000 16.000000
BD1210977 19.299999 18.000000 0.000000
BD1210978 10.100000 0.000000 11.500000
BD1210979 17.400000 17.000000 0.000000
BD1210980 14.700000 11.750000 0.000000
BD1210981 13.299999 0.000000 16.750000
BD1210982 10.400000 9.250000 20.250000
BD1210983 17.700001 0.000000 17.000000
BD1210984 11.600000 0.000000 17.500000
BD1210985 22.700001 18.500000 0.000000
BD1210986 11.600000 0.000000 11.250000
BD1210987 7.500000 0.000000 1.750000
BD1210988 23.049999 0.000000 25.750000
BD1210989 21.450001 0.000000 26.500000
BD1210990 12.750000 0.000000 18.500000
BD1210991 14.100000 0.000000 16.500000
BD1210992 17.400000 14.500000 0.000000
BD1210993 15.100000 0.000000 15.500000
BD1210994 12.800000 0.000000 23.500000
BD1210995 15.750000 0.000000 17.500000
BD1210996 13.350000 0.000000 18.000000
BD1210997 14.900001 0.000000 19.000000
BD1210998 13.100000 0.000000 14.750000
BD1210999 18.150002 13.500000 16.500000
BD1211000 13.600000 0.000000 19.250000
BD1211001 13.350000 0.000000 20.000000
BD1211002 10.850000 8.250000 18.750000
BD1211003 10.050000 0.000000 13.500000
BD1211004 17.250000 13.250000 0.000000
BD1211005 12.549999 8.500000 0.000000
BD1211006 8.400000 7.750000 7.750000
BD1211007 15.299999 0.000000 22.000000
BD1211008 10.650000 9.500000 15.500000
BD1211009 20.200001 20.250000 0.000000
BD1211010 17.700001 17.250000 0.000000
BD1211011 7.000000 12.750000 0.000000
BD1211012 15.150000 15.750000 0.000000
BD1211013 9.350000 0.000000 15.250000
BD1211014 16.700001 0.000000 22.000000
BD1211015 18.000000 0.000000 23.000000
BD1211016 16.900000 14.250000 0.000000
BD1211017 12.299999 0.000000 16.750000
BD1211018 18.600000 16.750000 0.000000
BD1211019 7.400000 19.250000 0.000000
BD1211020 8.050000 8.000000 11.500000
BD1211021 11.250000 0.000000 16.500000
BD1211022 14.000000 0.000000 19.500000
BD1211023 16.549999 0.000000 17.000000
BD1211024 17.950001 18.250000 0.000000
BD1211025 8.000000 8.250000 0.000000
BD1211026 19.450001 0.000000 21.250000
BD1211027 17.299999 0.000000 19.500000
BD1211028 14.450000 0.000000 21.500000
BD1211029 18.250000 0.000000 18.000000
BD1211030 13.700000 0.000000 18.000000
BD1211031 20.200001 17.500000 0.000000
BD1211032 14.400000 15.250000 0.000000
BD1211033 18.650000 21.500000 0.000000
BD1211034 15.600000 13.750000 0.000000
BD1211035 11.950000 0.000000 18.750000
BD1211036 9.600000 0.000000 12.000000
BD1211037 13.150001 14.750000 0.000000
BD1211038 15.300000 0.000000 18.500000
BD1211039 15.650001 0.000000 21.000000
BD1211040 19.799999 19.000000 0.000000
BD1211041 21.400000 18.000000 0.000000
BD1211042 16.299999 0.000000 23.250000
BD1211043 10.550000 7.250000 20.500000
BD1211044 13.700000 0.000000 21.750000
BD1211045 14.950000 15.500000 17.250000
BD1211046 16.750000 0.000000 19.500000
BD1211047 16.600000 17.000000 0.000000
BD1211048 14.500000 16.500000 0.000000
BD1211049 10.650000 6.750000 16.500000
BD1211050 21.350000 19.750000 0.000000
BD1211051 14.900000 14.500000 17.250000
BD1211052 18.350000 0.000000 19.250000
BD1211053 13.250000 9.500000 20.500000
BD1211054 13.400000 4.750000 0.000000
BD1211055 9.600000 0.000000 10.000000
BD1211056 15.850000 0.000000 18.500000
BD1211057 14.050000 0.000000 20.750000
BD1211058 16.050001 0.000000 20.000000
BD1211059 17.150000 18.000000 0.000000
BD1211060 11.100000 0.000000 16.250000
BD1211061 11.750000 0.000000 19.500000
BD1211062 16.350000 16.500000 0.000000
BD1211063 2.800000 7.000000 0.000000
BD1211064 20.799999 0.000000 23.750000
BD1211065 21.200001 18.250000 0.000000
BD1211066 17.750000 0.000000 18.250000
BD1211067 9.350000 7.750000 17.000000
BD1211068 18.900000 18.500000 0.000000
BD1211069 10.350000 0.000000 13.250000
BD1211070 8.550000 0.000000 15.000000
BD1211071 9.950000 13.500000 0.000000
BD1211072 7.750000 0.000000 15.750000
BD1211073 19.299999 0.000000 17.750000
BD1211074 13.950000 14.750000 0.000000
BD1211075 9.850000 9.500000 13.000000
BD1211076 14.050000 10.750000 17.000000
BD1211077 12.400000 10.500000 16.750000
BD1211078 14.150001 0.000000 18.000000
BD1211079 18.799999 17.750000 0.000000
BD1211080 14.100000 0.000000 18.000000
BD1211081 8.800000 8.500000 15.000000
BD1211082 17.000000 12.250000 19.000000
BD1211083 11.550000 0.000000 15.500000
BD1211084 13.600000 0.000000 15.750000
BD1211085 17.799999 20.000000 0.000000
BD1211086 16.299999 16.500000 0.000000
BD1211087 14.700001 0.000000 15.250000
BD1211088 16.400000 10.500000 18.000000
BD1211089 5.000000 0.000000 17.750000
BD1211090 16.650000 14.500000 0.000000
BD1211091 20.900000 18.000000 0.000000
BD1211092 12.150001 11.500000 16.000000
BD1211093 16.000000 15.500000 0.000000
BD1211094 20.600000 21.000000 0.000000
BD1211095 17.900000 14.250000 0.000000
BD1211096 17.600000 0.000000 16.250000
BD1211097 17.650000 16.500000 0.000000
BD1211098 16.700001 0.000000 19.750000
BD1211099 4.400000 3.000000 0.000000
BD1211100 14.000000 0.000000 19.500000
BD1211101 22.400000 19.750000 0.000000
BD1211102 11.400000 0.000000 19.750000
BD1211103 13.549999 0.000000 17.500000
BD1211104 13.650000 0.000000 13.250000
BD1211105 13.300000 0.000000 14.250000
BD1211106 16.900000 0.000000 19.250000
BD1211107 15.000000 16.000000 0.000000
BD1211108 14.800000 8.000000 0.000000
BD1211109 16.850000 14.750000 0.000000
BD1211110 15.700000 15.000000 0.000000
BD1211111 16.350000 11.500000 0.000000
BD1211112 18.750000 0.000000 22.750000
BD1211113 17.150000 14.500000 0.000000
BD1211114 11.150000 11.000000 13.250000
BD1211115 16.100000 13.250000 15.750000
BD1211116 16.650000 17.750000 0.000000
BD1211117 9.800000 0.000000 15.750000
BD1211118 16.750000 17.250000 0.000000
BD1211119 14.650001 0.000000 18.750000
BD1211120 12.600000 0.000000 15.250000
BD1211121 20.200001 12.250000 0.000000
BD1211122 15.350000 13.250000 14.250000
BD1211123 20.049999 16.250000 21.250000
BD1211124 16.700001 18.000000 0.000000
BD1211125 18.000000 0.000000 24.250000
BD1211126 8.400000 0.000000 17.500000
BD1211127 17.000000 0.000000 19.000000
BD1211128 18.950001 15.750000 19.250000
BD1211129 7.550000 6.750000 6.750000
BD1211130 9.100000 0.000000 9.250000
BD1211131 5.200000 3.000000 0.000000
BD1211132 7.750000 0.000000 12.500000
BD1211133 13.900000 0.000000 23.000000
BD1211134 20.400000 14.500000 0.000000
BD1211135 13.200001 0.000000 17.500000
BD1211136 15.500000 13.250000 0.000000
BD1211137 18.049999 13.500000 0.000000
BD1211138 15.300000 8.500000 18.750000
BD1211139 17.000000 17.750000 0.000000
BD1211140 13.350000 0.000000 17.000000
BD1211141 17.000000 17.250000 0.000000
BD1211142 21.700001 17.500000 0.000000
BD1211143 18.900000 13.500000 0.000000
BD1211144 13.799999 12.000000 0.000000
BD1211145 8.950000 8.500000 14.750000
BD1211146 13.400000 0.000000 18.500000
BD1211147 16.549999 16.750000 16.000000
BD1211148 19.650000 13.250000 20.000000
BD1211149 10.900000 0.000000 15.750000
BD1211150 11.849999 0.000000 16.750000
BD1211151 19.299999 0.000000 15.500000
BD1211152 13.550000 0.000000 17.000000
BD1211153 14.600000 0.000000 14.250000
BD1211154 17.000000 0.000000 18.500000
BD1211155 17.200001 0.000000 19.500000
BD1211156 18.400000 21.250000 0.000000
BD1211157 18.799999 0.000000 19.500000
BD1211158 7.000000 10.750000 0.000000
BD1211159 20.850000 20.250000 0.000000
BD1211160 15.200000 18.500000 0.000000
BD1211161 12.600000 8.750000 14.500000
BD1211162 18.200001 0.000000 17.000000
BD1211163 15.350000 10.750000 13.750000
BD1211164 16.500000 17.000000 0.000000
BD1211165 9.900000 0.000000 19.000000
BD1211166 10.150000 0.000000 13.250000
BD1211167 22.600000 18.500000 0.000000
BD1211168 9.400000 0.000000 12.000000
BD1211169 14.200001 0.000000 16.750000
BD1211170 16.650000 0.000000 18.000000
BD1211171 8.450000 0.000000 13.000000
BD1211172 11.150000 0.000000 14.250000
BD1211173 7.150000 10.250000 0.000000
BD1211174 19.000000 22.250000 0.000000
BD1211175 20.299999 16.000000 0.000000
BD1211176 14.300000 14.000000 0.000000
BD1211177 15.150000 0.000000 20.250000
BD1211178 6.000000 10.000000 0.000000
BD1211179 18.700001 16.250000 0.000000
BD1211180 13.300000 0.000000 17.000000
BD1211181 19.700001 14.750000 0.000000
BD1211182 11.450000 0.000000 13.750000
BD1211183 18.250000 9.250000 16.500000
BD1211184 16.299999 16.500000 0.000000
BD1211185 15.950000 0.000000 19.750000
BD1211186 11.150000 0.000000 14.500000
BD1211187 16.799999 0.000000 19.500000
BD1211188 14.900000 0.000000 19.500000
BD1211189 15.400000 0.000000 18.000000
BD1211190 20.299999 0.000000 20.000000
BD1211191 17.000000 18.250000 0.000000
BD1211192 14.850000 0.000000 23.750000
BD1211193 9.150000 0.000000 13.000000
BD1211194 20.250000 12.750000 0.000000
BD1211195 18.100000 12.500000 0.000000
BD1211196 11.300000 8.750000 15.750000
BD1211197 10.900000 8.250000 17.750000
BD1211198 11.650000 0.000000 15.250000
BD1211199 22.450001 20.500000 0.000000
BD1211200 17.000000 0.000000 16.500000
BD1211201 12.099999 0.000000 19.500000
BD1211202 10.350000 0.000000 12.750000
BD1211203 8.500000 7.750000 13.000000
BD1211204 15.700000 0.000000 19.500000
BD1211205 10.050000 8.500000 18.000000
BD1211206 13.700000 10.250000 21.250000
BD1211207 17.900000 19.750000 0.000000
BD1211208 19.600000 0.000000 22.750000
BD1211209 9.950000 0.000000 17.250000
BD1211210 19.850000 19.750000 0.000000
BD1211211 16.900000 0.000000 22.250000
BD1211212 20.549999 12.000000 0.000000
BD1211213 18.849998 14.750000 0.000000
BD1211214 16.000000 0.000000 20.500000
BD1211215 17.500000 17.000000 0.000000
BD1211216 11.300000 0.000000 16.250000
BD1211217 18.200001 0.000000 19.000000
BD1211218 19.100000 12.000000 19.250000
BD1211219 7.550000 0.000000 15.500000
BD1211220 18.700001 15.750000 0.000000
BD1211221 16.500000 15.250000 0.000000
BD1211222 18.299999 0.000000 19.500000
BD1211223 18.299999 0.000000 26.750000
BD1211224 16.200001 10.000000 18.750000
BD1211225 9.250000 8.750000 16.000000
BD1211226 11.600000 11.750000 15.000000
BD1211227 17.000000 14.750000 0.000000
BD1211228 9.400000 0.000000 14.500000
BD1211229 12.100000 5.000000 15.750000
BD1211230 13.950000 13.500000 0.000000
BD1211231 16.299999 8.750000 18.000000
BD1211232 9.200000 11.750000 15.500000
BD1211233 13.400001 0.000000 17.000000
BD1211234 11.799999 0.000000 17.750000
BD1211235 4.650000 0.000000 8.500000
BD1211236 18.049999 0.000000 16.750000
BD1211237 11.900001 0.000000 15.250000
BD1211238 14.600000 10.250000 15.250000
BD1211239 20.000000 19.000000 0.000000
BD1211240 17.700001 0.000000 21.000000
BD1211241 20.500000 18.250000 0.000000
BD1211242 20.600000 16.500000 0.000000
BD1211243 15.200000 0.000000 19.000000
BD1211244 15.850000 11.500000 15.500000
BD1211245 6.000000 10.250000 0.000000
BD1211246 8.850000 0.000000 9.000000
BD1211247 20.000000 19.750000 0.000000
BD1211248 18.700001 17.500000 0.000000
BD1211249 11.900000 0.000000 20.500000
BD1211250 14.600000 0.000000 19.750000
BD1211251 22.650002 20.000000 0.000000
BD1211252 9.450000 0.000000 18.500000
BD1211253 19.600000 0.000000 14.500000
BD1211254 14.500000 0.000000 23.500000
BD1211255 17.200001 19.000000 0.000000
BD1211256 18.100000 17.000000 0.000000
BD1211257 16.549999 13.750000 0.000000
BD1211258 18.000000 0.000000 20.000000
BD1211259 14.400000 11.750000 0.000000
BD1211260 8.150000 7.250000 7.000000
BD1211261 15.000000 0.000000 21.500000
BD1211262 16.000000 0.000000 15.500000
BD1211263 13.400000 0.000000 19.000000
BD1211264 20.049999 13.500000 0.000000
BD1211265 10.050000 0.000000 9.250000
BD1211266 18.950001 22.250000 0.000000
BD1211267 16.900000 0.000000 18.750000
BD1211268 19.250000 15.000000 0.000000
BD1211269 14.700001 0.000000 18.500000
BD1211270 15.550000 14.750000 0.000000
BD1211271 15.600000 21.000000 0.000000
BD1211272 6.950000 0.000000 15.000000
BD1211273 10.700000 8.250000 14.250000
BD1211274 9.600000 0.000000 18.250000
BD1211275 15.900000 0.000000 22.500000
BD1211276 8.900000 8.750000 13.000000
BD1211277 9.250000 0.000000 13.750000
BD1211278 22.049999 13.000000 0.000000
BD1211279 15.300000 11.250000 16.500000
BD1211280 24.250000 0.000000 21.000000
BD1211281 14.700001 0.000000 19.500000
BD1211282 21.350000 21.750000 0.000000
BD1211283 17.850000 12.250000 0.000000
BD1211284 15.000000 11.250000 17.500000
BD1211285 17.450001 19.000000 0.000000
BD1211286 9.549999 0.000000 14.500000
BD1211287 17.250000 17.250000 0.000000
BD1211288 15.950001 0.000000 15.250000
BD1211289 21.000000 15.500000 0.000000
BD1211290 14.450000 0.000000 18.250000
BD1211291 16.250000 14.250000 0.000000
BD1211292 17.349998 13.500000 0.000000
BD1211293 18.150000 0.000000 17.750000
BD1211294 13.500000 0.000000 16.250000
BD1211295 7.600000 0.000000 16.000000
BD1211296 9.300000 9.000000 14.500000
BD1211297 8.400000 8.250000 13.000000
BD1211298 15.650000 0.000000 16.750000
BD1211299 21.150002 15.750000 0.000000
BD1211300 11.550000 0.000000 16.500000
BD1211301 13.550000 0.000000 17.500000
BD1211302 16.799999 0.000000 15.500000
BD1211303 15.000000 12.000000 0.000000
BD1211304 12.500000 0.000000 16.250000
BD1211305 17.850000 13.000000 0.000000
BD1211306 18.750000 21.500000 0.000000
BD1211307 16.299999 0.000000 21.500000
BD1211308 18.400000 0.000000 19.250000
BD1211309 22.150000 0.000000 20.000000
BD1211310 12.100000 0.000000 13.250000
BD1211311 16.250000 9.500000 18.750000
BD1211312 20.850000 0.000000 22.000000
BD1211313 12.600000 0.000000 16.500000
BD1211314 9.600000 0.000000 16.250000
BD1211315 13.850000 0.000000 19.250000
BD1211316 18.000000 0.000000 18.750000
BD1211317 10.950000 5.500000 12.500000
BD1211318 19.850000 16.250000 18.000000
BD1211319 14.250000 8.750000 16.250000
BD1211320 18.750000 0.000000 20.000000
BD1211321 12.550000 0.000000 19.000000
BD1211322 18.450001 0.000000 22.000000
BD1211323 17.400000 12.750000 16.500000
BD1211324 13.200000 0.000000 7.250000
BD1211325 23.400002 14.250000 0.000000
BD1211326 11.900000 0.000000 19.750000
BD1211327 14.650000 0.000000 18.000000
BD1211328 15.750000 14.750000 0.000000
BD1211329 11.500000 0.000000 10.250000
BD1211330 14.900000 0.000000 19.750000
BD1211331 15.600000 14.750000 0.000000
BD1211332 13.299999 0.000000 19.500000
BD1211333 12.500000 7.000000 17.500000
BD1211334 7.800000 0.000000 8.750000
BD1211335 14.049999 0.000000 16.500000
BD1211336 11.000000 0.000000 17.000000
BD1211337 6.300000 0.000000 11.500000
BD1211338 11.050000 0.000000 17.000000
BD1211339 15.299999 0.000000 22.500000
BD1211340 14.799999 6.750000 16.250000
BD1211341 14.900000 0.000000 16.500000
BD1211342 12.350000 0.000000 13.250000
BD1211343 9.100000 0.000000 17.000000
BD1211344 21.700001 17.750000 0.000000
BD1211345 19.450001 18.750000 0.000000
BD1211346 9.600000 0.000000 13.000000
BD1211347 9.950001 0.000000 14.000000
BD1211348 18.650000 17.250000 0.000000
BD1211349 24.500000 0.000000 19.750000
BD1211350 13.750000 13.750000 14.500000
BD1211351 15.549999 20.000000 0.000000
BD1211352 15.799999 14.500000 0.000000
BD1211353 16.850000 17.000000 0.000000
BD1211354 16.299999 0.000000 25.500000
BD1211355 13.650000 0.000000 21.250000
BD1211356 18.250000 0.000000 20.500000
BD1211357 15.700001 0.000000 18.250000
BD1211358 14.300000 0.000000 17.000000
BD1211359 18.600000 18.750000 0.000000
BD1211360 18.600000 0.000000 22.750000
BD1211361 18.500000 0.000000 18.000000
BD1211362 16.200001 0.000000 20.750000
BD1211363 13.200000 8.750000 14.500000
BD1211364 13.500000 10.750000 0.000000
BD1211365 12.150000 0.000000 16.000000
BD1211366 20.700001 17.750000 0.000000
BD1211367 5.100000 0.000000 12.250000
BD1211368 12.850000 0.000000 17.250000
BD1211369 16.500000 0.000000 18.250000
BD1211370 14.500000 0.000000 20.000000
BD1211371 15.700000 17.000000 0.000000
BD1211372 7.550000 0.000000 15.000000
BD1211373 14.450001 0.000000 16.750000
BD1211374 15.849999 0.000000 21.500000
BD1211375 11.750000 12.500000 17.750000
BD1211376 9.650000 0.000000 19.000000
BD1211377 16.450001 17.000000 0.000000
BD1211378 11.750000 0.000000 19.250000
BD1211379 16.700001 16.000000 0.000000
BD1211380 17.750000 19.000000 0.000000
BD1211381 16.400000 17.000000 0.000000
BD1211382 17.500000 17.250000 0.000000
BD1211383 14.550000 0.000000 18.750000
BD1211384 19.600000 0.000000 17.750000
BD1211385 13.250000 11.500000 0.000000
BD1211386 15.750000 0.000000 15.250000
BD1211387 16.199999 19.500000 20.000000
BD1211388 8.950000 0.000000 13.000000
BD1211389 14.150000 14.750000 16.500000
BD1211390 17.200001 0.000000 22.750000
BD1211391 14.049999 0.000000 17.750000
BD1211392 12.850000 0.000000 16.750000
BD1211393 18.250000 18.500000 0.000000
BD1211394 13.600000 8.500000 16.250000
BD1211395 16.650000 0.000000 20.250000
BD1211396 21.700001 14.250000 17.000000
BD1211397 11.950001 9.250000 0.000000
BD1211398 13.100000 13.000000 0.000000
BD1211399 8.600000 8.750000 12.000000
BD1211400 12.900000 6.250000 16.000000
BD1211401 3.200000 0.000000 3.000000
BD1211402 16.400000 0.000000 15.500000
BD1211403 14.950000 0.000000 23.000000
BD1211404 12.950001 0.000000 22.500000
BD1211405 16.400000 0.000000 20.000000
BD1211406 17.350000 18.500000 0.000000
BD1211407 14.849999 0.000000 17.750000
BD1211408 15.150000 0.000000 20.250000
BD1211409 18.150000 18.500000 0.000000
BD1211410 12.900000 0.000000 16.250000
BD1211411 13.150000 7.750000 17.250000
BD1211412 9.100000 0.000000 12.000000
BD1211413 12.250000 8.750000 15.500000
BD1211414 16.200001 17.250000 0.000000
BD1211415 11.900001 0.000000 16.250000
BD1211416 15.299999 0.000000 18.000000
BD1211417 16.400000 0.000000 18.000000
BD1211418 19.450001 18.750000 0.000000
BD1211419 13.550000 6.500000 19.000000
BD1211420 12.250000 0.000000 15.500000
BD1211421 15.800000 0.000000 26.250000
BD1211422 13.500000 0.000000 19.750000
BD1211423 10.550000 0.000000 14.000000
BD1211424 16.100000 19.000000 0.000000
BD1211425 19.750000 0.000000 17.500000
